,0,1
245,Регионӧн веськӧдлан шӧринса уджалысьяс сетісны став колана юӧрсӧ да олысьяслысь корӧмъяссӧ Коми Республикаса Юралысь Владимир Уйбалы.,Сотрудники Центра управления регионом передали всю необходимую информацию и просьбы жителей Главе Республики Коми Владимиру Уйба.
246,«Регионӧн веськӧдлан шӧрин пасйӧ гражданасянь уна шыӧдчӧм.,«ЦУР фиксирует большое количество сообщений граждан.
247,"Йӧзыс норасьӧны сы вылӧ, мый воисны квитанцияяс, кӧні шоныд сетӧмысь тшӧтъясыс ыджыд.",Возмущённых получением квитанции с завышенными счетами за отопление.
248,"Ме тшӧкта Стрӧитчан, оланін да техническӧй дӧзьӧр службаысь Роман Шашевлы видлавны быд шыӧдчӧм, донъявны, лӧсялӧны-ӧ оланпаслы выль пӧв арталӧм тшӧтъясыс, а эмӧсь кӧ арталӧмын торкалӧмъяс, бырӧдны найӧс», - юӧртіс Владимир Уйба.","Я даю поручение Службе Стройжилтехнадзора в лице Романа Шашева лично разобраться с каждым обращением, провести оценку правомерности перерасчётов и, если в расчётах есть ошибки, исправить ситуацию», — заявил Владимир Уйба."
249,"Стрӧитчан, оланін да техническӧй дӧзьӧр службаӧн юрнуӧдысь юӧртіс, мый Регионӧн веськӧдлан шӧрин сетіс шоныд сетӧмысь гражданалысь став шыӧдчӧмсӧ.","Руководитель Службы Стройжилтехнадзора сообщил, что Центр управления регионом передал все обращения граждан по поводу счетов за отопление."
250,"Регыдъя кадӧ Стрӧитчан, оланін да техническӧй дӧзьӧр службаса уджалысьяс да Роман Шашев мунасны Вуктылӧ да места вылын донъяласны, лӧсялӧны-ӧ оланпаслы выль пӧв арталӧм тшӧтъясыс.",В ближайшее время сотрудники Стройжилтехнадзора и Роман Шашев выедут в Вуктыл и проведут предварительную оценку правомерности перерасчётов на месте.
251,"Казьтыштам, Вуктылын тайӧ шоныд сетан сезонӧ сетан оланін да коммунальнӧй услугаясыс оз лӧсявны.","Напомним, в Вуктыле выявлено несоответствие предоставляемых жилищно-коммунальных услуг в этот отопительный сезон."
252,"Коми Республикаса прокуратура видлаліс, збыльмӧдӧны-ӧ карса оланін да коммунальнӧй юкӧнын оланпастэчассӧ.",Прокуратура Республики Коми уже провела проверку исполнения законодательства в жилищно-коммунальной сфере города.
253,"Прӧверка нуӧдан помкаӧн лоис сійӧ, мый вуктылсаяс норасьӧны лёка пӧсь ваӧн могмӧдӧм да шоныд сетӧм вылӧ.",Поводом для её проведения послужили обращения местных жителей на ненадлежащее качество услуг по горячему водоснабжению и отоплению.
254,Коми язык,Русский язык
255,Коми Республикаса Юралысь чолӧмалӧ Аньяслӧн войтыркостса лунӧн ,Поздравление Главы Республики Коми с Международным женским днём 
256,«Дона аньяс!,«Дорогие женщины!
257,Став сьӧлӧмсянь чолӧмала Тіянӧс Аньяслӧн войтыркостса лунӧн!,Примите мои самые искренние и тёплые поздравления с Международным женским днём!
258,"Тайӧ гажыс вайӧ шуд, нюм, мичлун да виччысяна тулыс.","Этот замечательный праздник всегда наполнен особой радостью, улыбками и красотой."
259,"Тулысыс, мича ань моз, ышӧдӧ, озырмӧдӧ олӧмнымӧс муслунӧн да мылалунӧн.","Он символизирует приход долгожданной весны, которая также, как и вы, несёт в нашу жизнь созидательную энергию, любовь и гармонию."
260,"Ми нимкодясям сыӧн, мый керкааныд пыр шоныд да кыпыд, сыӧн, мый ті видзанныд семьякостса традицияяс, быдтанныд челядьӧс бур йӧзӧн,  воӧдчанныд ыджыд вермӧмъясӧдз уджын да йӧзкостса уджын.","Мы никогда не перестанем восхищаться вашим умением создавать уют в доме, бережно хранить семейные традиции, достойно воспитывать детей, добиваться успехов в работе и общественной деятельности."
261,"Ті пуктанныд ыджыд пай олӧмлӧн уна нырвизьӧ, кывкутанныд удж вӧсна, но пыр бурӧсь, меліӧсь да радейтысьӧсь.","Вы вносите огромный вклад в достижения разных сфер жизни, порой несёте на своих хрупких плечах большую ответственность, но при этом остаётесь самыми добрыми, нежными и любящими."
262,"Аттьӧ, мый сетанныд миянлы, мужичӧйяслы, вын, ышӧданыд сьӧкыдлунъяс дырйи да тӧждысянныд миян вӧсна.","Спасибо, что придаёте нам, мужчинам, силы и уверенности, поддерживаете в сложных ситуациях, окружаете заботой и вниманием."
263,"Ми кутам вӧчны ставсӧ, медым тіян олӧмныд вӧлі шудаджык.","Мы будем делать всё возможное, чтобы ваша жизнь была ярче, насыщенней и радостней."
264,Дона аньяс!,Дорогие женщины!
265,"Став сьӧлӧмсянь сиа крепыд дзоньвидзалун, шуд, медым семьяясаныд вӧлі ставыс тыр-бур!»","Я от всей души желаю вам семейного благополучия, крепкого здоровья, женского счастья!»"
266,Коми Республикаса Юралысь В.В. Уйба,Глава Республики Коми В.В. Уйба
267,Коми язык,Русский язык
268,Владимир Уйба чолӧмаліс Вячеслав Худяевӧс 75 арӧс тырӧмӧн ,Владимир Уйба поздравил с 75-летием Вячеслава Худяева 
269,"Талун, рака тӧлысь 6 лунӧ, чужан лунсӧ пасйӧ тӧдчана канму уджалысь, коді веськӧдліс Коми АССР-са министръяслӧн Сӧветӧн да уна во веськӧдліс регионса туй юкӧнӧн, кодӧс бӧрйылісны РСФСР-лӧн Медвылыс Сӧветса, Россияса Федеральнӧй Собраниелӧн Федерация Сӧветса, Коми АССР-лӧн Медвылыс Сӧветса, Коми Республикалӧн Каналан Сӧветса депутатӧ, Коми Республикаса нимӧдана уджалысь, Сыктывкарса Почёта гражданин Вячеслав Иванович Худяев.","Сегодня, 6 марта, отмечает день рождения видный государственный деятель, возглавлявший Совет министров Коми АССР и многие годы руководивший дорожной отраслью региона, избиравшийся депутатом Верховного Совета РСФСР, Совета Федерации Федерального собрания России, Верховного Совета Коми АССР, Государственного Совета Республики Коми, Заслуженный работник Республики Коми, Почётный гражданин города Сыктывкара Вячеслав Иванович Худяев."
270,"Коми Республикаса Юралысь воліс юбиляр дорӧ, аттьӧаліс Коми Республикалы бур вылӧ уна вося бур уджысь, сиис крепыд дзоньвидзалун, уна вын, кыпыдлун, шуд да тыр-бур олӧм.","Глава Республики Коми навестил юбиляра, поблагодарил за многолетний добросовестный труд на благо Республики Коми, пожелал крепкого здоровья, неиссякаемых сил и энергии, бодрости духа, счастья и благополучия."
271,«Аттьӧ тіянлы зумыд гражданскӧй видзӧдласысь.,"«Спасибо, что и сегодня остаетесь неравнодушным и продолжаете занимать активную гражданскую позицию."
272,"Айму пыдди пуктӧмныд, олӧмныд да уджныд лоӧ бур примерӧн том йӧзлы да миянлы ставнымлы», – пасйис Владимир Уйба.","Ваша преданность Отчизне, жизненный и трудовой путь являются достойным примером для молодёжи и для всех нас», - отметил Владимир Уйба."
273,*** Вячеслав Иванович Худяев чужис Сыктывкарын 1946 вося рака тӧлысь 6 лунӧ.,*** Вячеслав Иванович Худяев родился в г. Сыктывкаре 6 марта 1946 г.
274,Помаліс Ленинградса инженерно-стрӧительнӧй институтлысь стрӧитчан факультет.,Окончил строительный факультет Ленинградского инженерно-строительного института.
275,1969 воӧ веськаліс Главкомигазнефтестройлӧн Ухтаса кӧрт да бетон сора вӧчасъяслӧн завод вылӧ да уджаліс цехса инженер-технолог чинын.,В 1969 году получил распределение на Ухтинский завод железобетонных изделий Главкомигазнефтестроя.
276,1975 воӧ сійӧс индісны Ухтаса производство предприятиеяслӧн комбинатса директорӧн.,"Начал свою трудовую деятельность в должности инженера-технолога цеха, в 1975 году назначен директором комбината производственных предприятий г. Ухты."
277,1976 воӧ В.И. Худяевӧс индісны КПСС-лӧн Коми областнӧй комитетса стрӧитчан юкӧнӧн веськӧдлысьӧс вежысьӧн.,В 1976 году В. И. Худяев утверждён заместителем заведующего отделом строительства Коми областного комитета КПСС.
278,Сійӧ ветліс республика пасьтала командировкаясӧ 100 – 120 лун вылӧ вонас.,"Он объездил всю республику, проводя в командировках по 100 – 120 дней в году."
279,Веськӧдліс республикаын туйяс да посъяс стрӧитӧмӧн.,Курировал строительство дорог и мостов в республике.
280,"1980 воӧ В.И. Худяевӧс бӧрйисны КПСС-лӧн Сыктывкарса горкомлӧн мӧд секретарӧн, а 1985 воӧ – медводдза секретарӧн.","В 1980 году В. И. Худяев избран вторым секретарём, а в 1985 году – первым секретарём Сыктывкарского горкома КПСС."
281,1987 воӧ Вячеслав Худяев заводитіс веськӧдлыны Коми АССР-са министръяслӧн Сӧветӧн.,В 1987 году Вячеслав Худяев возглавил Совет министров Коми АССР.
282,1987-1990-ӧд воясӧ зумыда сӧвмис Коми Республикаса экономика.,1987-1990-ые – годы бурного развития экономики Республики Коми.
283,Тайӧ кадӧ вынсьӧдӧма 2000-ӧд воӧдз оланін стрӧитан уджтас.,Была утверждена программа строительства жилья до 2000 года.
284,В.И. Худяев дырйи республикаса лунвыв районъясӧс ӧткодялӧма Ылі Войвывлӧн районъяс дорӧ.,"При В. И. Худяеве южные районы республики получили статус районов, приравненных к районам Крайнего Севера."
285,"Сійӧ участвуйтіс Войвыв йылысь федеральнӧй оланпас лӧсьӧдӧмын да примитӧмын, мый сетӧ кокньӧдъяс, кутшӧмъясӧн миян республикаса да мукӧдлаын олысьяс вӧдитчӧны весиг ӧнія кадӧ.","Он активно участвовал в разработке и принятии федерального закона о Северах, дающего ряд льгот и преимуществ, которыми жители нашей республики и других территорий пользуются по сей день."
286,"1995 воӧ Вячеслав Иванович лоис республикаса Минархстройэнерголӧн Коми республиканскӧй туй департаментса медыджыд директорӧн да веськӧдліс республикаса туй юкӧнӧн, а сы бӧрын – туй овмӧсӧн веськӧдлӧм серти Коми Республикаса комитетӧн веськӧдлысьӧн.","В 1995 году Вячеслав Иванович возглавил дорожную отрасль Республики Коми, став генеральным директором Коми республиканского дорожного департамента Минархстройэнерго республики, а в последующем – председателем Комитета Республики Коми по управлению дорожным хозяйством."
287,Сійӧ жӧ вонас Коми Республикаса Юралысьлӧн Индӧдӧн вынсьӧдӧма 2005 воӧдз автомашина туйяслысь везъяс сӧвмӧдан уджтас.,В этом же году Указом Главы Республики Коми была утверждена Программа развития сети автомобильных дорог на период до 2005 года.
288,В.И. Худяев 8 во уджаліс Коми Республикаса туй овмӧсӧн веськӧдлӧм серти комитетӧн веськӧдлысьӧн.,8 лет работы В. И. Худяев был на посту председателя Комитета по управлению дорожным хозяйством Республики Коми.
289,"Тайӧ кадӧ пыртӧма уджӧ 1235 км автомашина туй, 83 пос.","Было введено в эксплуатацию 1235 км автомобильных дорог, 83 моста."
290,"Фотолӧн автор: Владимир Шешкунас, «Комиинформ» ЮА","Автор фото: Владимир Шешкунас, ИА ""Комиинформ"""
291,Коми язык,Русский язык
292,Комиын петіс «Наследие» наука журналлӧн выль номер ,В Коми вышел в свет очередной научный журнал «Наследие» 
293,"Журналын чукӧртӧма Москваысь, Санкт-Петербургысь, Сыктывкарысь, Ижевскысь, Йошкар-Олаысь, Новосибирскысь, Нортриджысь (США) учёнӧйяслысь статьяяссӧ.","Издание собрало воедино статьи учёных из Москвы, Санкт-Петербурга, Сыктывкара, Ижевска, Йошкар-Олы, Новосибирска, Нортриджа (США)."
294,Журналын йӧзӧдӧма Питирим Сорокинлысь наука уджъяссӧ медся нималана туялысьяс пиысь ӧти В. Джеффрислысь статья.,В журнале опубликована статья одного из наиболее авторитетных исследователей научного наследия Питирима Сорокина В. Джеффриса.
295,"Сійӧ видлалӧ, кыдзи Сорокин гижӧ-туялӧ альтруистическӧй радейтчӧм йылысь темасӧ.",Который уже давно интересуется исследованием Сорокина темы альтруистической любви.
296,"В. Джеффрис йӧзӧдіс уна удж, кӧні уна боксянь видлалӧ-сӧвмӧдӧ тайӧ темасӧ.","Им написано большое количество работ, развивающих это направление."
297,"В. Джеффрис ӧнія туялӧмсӧ сиӧма «Гозъя костын да семья пытшын радейтчӧм» темалы, сійӧс йӧзӧдӧма оригинал кыв вылын.",Данное исследование В. Джеффриса выполнено на тему «Любовь в супружеских и семейных отношениях» и опубликовано на языке оригинала.
298,"Научнӧй изданиелӧн лист бокъясын видлавсьӧны П.А. Сорокинлӧн наука уджын транслингвальнӧй практикалӧн аслыспӧлӧслунъяс, воссьӧны учёнӧйлӧн роч эмиграцияса тӧдчана морт А.И. Гучковкӧд гижасьӧмын историякӧд йитчӧм лоӧмторъяс.","На страницах научного издания рассматриваются особенности транслингвальной практики в научной деятельности П. А. Сорокина, раскрываются исторические детали переписки ученого с видным деятелем русской эмиграции А. И. Гучковым."
299,Ыджыд юкӧн журналын сиӧма П. Сорокинлӧн наука туялӧмъяслы да сыӧн эпидемияяс социология боксянь видлалӧм-донъялӧмлы.,Особое внимание также обращено научному наследию Питирима Сорокина и его социологическому анализу эпидемий.
300,Тайӧ COVІD-19 ӧнія пандемия дырйи зэв тӧдчана.,Учитывая актуальность современной пандемии COVID-19.
301,"Таысь кындзи, журнал тӧдмӧдӧ татшӧм темаясӧн: социология, философия, ӧнія мари висьт, ненецкӧй поэт Юрий Вэллалӧн кывбуръяс, искусстволысь история туялан методология сӧвмӧдӧмын социологическӧй нырвизь, кинодокументалист Д. Вертовлӧн творчество да мукӧдтор.","Кроме этого, в журнале освещаются темы социологии философии, современного марийского рассказа, поэтическое творчество ненецкого поэта Юрия Вэллы, социологический поворот в становлении методологии изучения истории искусства, творчество кинодокументалиста Д. Вертова и другое."
302,Журналыс кажитчӧма Коми Республикаса Юралысь Владимир Викторович Уйбалы.,Научное издание вызвало интерес у Главы Республики Коми Владимира Викторовича Уйба.
303,Дас сизимӧд номерсянь сійӧ пырӧ редакционнӧй сӧветӧ.,"Начиная с семнадцатого номера, он вошел в состав редакционного совета."
304,"«Коми Республика нималӧ наукаын, культураын да искусствоын тӧдчана йӧзӧн, йӧзкотырын водзмӧстчысьясӧн.","«Республика Коми славится выдающимися деятелями науки, культуры и искусства, общественниками."
305,"На лыдын и Коми муын чужлӧм да мир пасьтала нималана социолог Питирим Александрович Сорокин, – пасйис Владимир Уйба.","Один из таких великих сынов Коми земли – известный на весь мир социолог Питирим Александрович Сорокин, – отметил Владимир Уйба."
306,– Сылысь наука уджъяссӧ туялӧны  республикаын да ылын сылӧн суйӧр сайын.,"– Его наследие активно изучается как в республике, так и далеко за ее пределами."
307,Комиын Питирим Сорокинлысь творчествосӧ быд боксянь туялӧ сы нима «Наследие» шӧринын.,В Коми вопросами исследования творчества Питирима Сорокина плотно занимается названный в его честь Центр «Наследие».
308,Учреждениелӧн ыджыд вермӧм – издательскӧй удж.,Большим достижением учреждения является издательская деятельность.
309,"Буретш республикаын медводдзаысь вуджӧдӧма роч кыв вылӧ учёнӧйлысь уна удж, ӧд налӧн тӧдчанлуныс эз вош и ӧнӧдз.",Многие труды ученого впервые переведены на русский язык именно в нашей республике и не потеряли своей актуальности и значимости по сей день.
310,"Нимкодь, мый меным мойвиис пырӧдчыны тайӧ колана уджӧ».","Я рад, что мне посчастливилось присоединиться к этому ценному делу»."
311,«Наследие» журналсӧ позьӧ лыддьыны онлайн Питирим Сорокин нима «Наследие» шӧринлӧн официальнӧй сайтын либӧ сэтысь жӧ босьтны сійӧс аслыныд.,Журнал «Наследие» доступен для чтения онлайн или скачивания на официальном сайте Центра «Наследие» имени Питирима Сорокина.
312,Коми язык,Русский язык
313,Владимир Уйба нуӧдіс Коми Республикаса семейнӧй сӧветлысь тавося медводдза заседание ,Владимир Уйба провёл первое в этом году заседание Семейного Совета Республики Коми 
314,Заседаниеыс вӧлі рака тӧлысь 3 лунӧ.,Заседание состоялось 3 марта.
315,"Заседание дырйи сёрнитісны челядя семьяяслысь судзсянлунсӧ кыпӧдӧм, регионын семьяяслысь оланног да олан качество бурмӧдан комплекснӧй проект йылысь, видлалісны, кыдзи пӧртӧны олӧмӧ Коми Республикаса семейнӧй сӧветлысь водзджык примитлӧм помшуӧмъяссӧ, индісны 2021 во вылӧ уджалан план.","Обсуждены вопросы повышения благосостояния семей с детьми, комплексный проект по улучшению положения и качества жизни семей в регионе, рассмотрено исполнение ранее принятых решений Семейного Совета Республики Коми и определён перспективный план работы на 2021 год."
316,«Талун Россияын демография боксянь серпасыс абу зэв бур.,"«Сегодня Россия, по сути, попала в демографическую яму."
317,"Бӧръя некымын чӧж во йӧзыс кулӧны унджык, а чужӧ этшаджык, йӧз лыдыс чинӧ, - индіс сёрнитанторсӧ Владимир Уйба.","Последние несколько лет смертность превышает рождаемость и численность населения сокращается, - обозначил проблематику Владимир Уйба."
318,"– А талун кӧ йӧз лыдыс кутас чинны, аски чинас уджавны вермысь йӧз лыдыс, мый вӧсна экономикаын серпасыс лёкмас.","– А сокращение населения сегодня означает, что завтра снизится число рабочей силы, что повлечет за собой экономический спад."
319,Буретш та вӧсна Россияса Президент Владимир Владимирович Путин 2030 воӧдз странаӧс сӧвмӧдан национальнӧй медшӧр могъяс пӧвстысь ӧтиӧн шуис 2017 во серти кык пӧв чинтыны гӧльлун тшупӧдсӧ.,Поэтому Президентом России Владимиром Владимировичем Путиным в качестве одной из национальных целей развития страны до 2030 года определена задача по снижению уровня бедности в два раза по сравнению с 2017 годом.
320,"Федеральнӧй да регион тшупӧдын власьтлӧн уджын тӧдчана нырвизьяс пиысь ӧтиыс - кыпӧдны гражданалысь, сы лыдын челядя семьяяслысь, судзсянлунсӧ».","Одним из приоритетных направлений деятельности федеральных и региональных властей является повышение благосостояния граждан, в том числе семей с детьми»."
321,"2020 вося ӧшым тӧлысьын республикаын вынсьӧдӧма «2030 воӧдз Коми Республикаса олысьяслысь пай чинтӧм, кодъяслӧн чӧжӧсыс овны судзсяна сьӧмысь ичӧтджык» уджтас.Сійӧс дасьтӧма регионса Удж, уджӧн могмӧдан да социальнӧя доръян министерство.","В республике в декабре 2020 года утверждена разработанная Министерством труда, занятости и социальной защиты региона программа «Снижение доли населения Республики Коми с доходами ниже прожиточного минимума на период до 2030 года»."
322,Уджтаслӧн медшӧр положениеясӧн заседаниеӧ пырӧдчысьясӧс тӧдмӧдіс министрлысь могъяс збыльмӧдысь Наталья Вытегорова.,С её основными положениями участников заседания ознакомила и. о. министра ведомства Наталья Вытегорова.
323,"Уджтаслӧн медшӧр могъясыс – лӧсьӧдны олысьяслысь чӧжӧс кыпӧдӧм вылӧ условиеяс, социальнӧй отсӧг сетан система сӧвмӧдӧм да судзсьытӧма олысь йӧзӧс социальнӧя адаптируйтӧмсӧ котыртӧм.","Основные задачи программы – создание условий для повышения доходов населения, развитие системы социальной помощи и организация социальной адаптации нуждающегося населения."
324,Тайӧ уджтас серти куим во вылӧ ставнас сетасны матӧ 21 миллиард шайт.,Общий объем финансирования этой программы на три года около 21 миллиарда рублей.
325,"Сы могысь, медым кыпӧдны семьяяслысь чӧжӧссӧ да венны гӧльлунсӧ, дасьтісны социальнӧй контракт.",Одним из действенных механизмов повышения доходов семей и выхода из категории бедности стал социальный контракт.
326,Регионын проектсӧ заводитісны збыльмӧдны 2 муниципалитетын – Кӧрткерӧс да Сосногорск районъясын.,Проект начал реализовываться в регионе на территории 2 муниципалитетов – Корткеросского и Сосногорского районов.
327,Сэки кырымалісны 231 социальнӧй контракт.,Тогда был заключён 231 социальный контракт.
328,2020 восянь Коми Республикаӧс пыртӧма Россияса удж министерстволӧн пилотнӧй проектӧ.,С 2020 года Республика Коми была включена в пилотный проект Минтруда России.
329,Социальнӧй контрактсӧ пӧртӧны олӧмӧ сьӧмӧн ӧтув могмӧдан условиеяс вылын да сійӧс кутісны кырымавны унджык йӧзкӧд.,Социальный контракт реализуется на условиях софинансирования и приобрел другие масштабы.
330,"2020 воын кырымалӧма 4 сюрсысь унджык контракт, найӧс збыльмӧдӧм вылӧ вичмӧдӧма матӧ 325 миллион шайт.","В 2020 году было заключено более 4 тысяч контрактов, на их реализацию было выделено около 325 миллионов рублей."
331,Социальнӧй контракт кырымалӧмыс окталуна.,Практика заключения социального контракта показала положительный эффект.
332,Республикаын татшӧм уджсӧ кутасны нуӧдны водзӧ.,И будет продолжена на территории республики.
333,"«В фокусе внимания – счастливая семья» Коми Республикаса семьяяслысь оланног да олан качество бурмӧдан комплекснӧй проект йылысь юӧртіс республикаса Семейнӧй сӧветӧн веськӧдлысьӧс вежысь, Россия Федерациялӧн Каналан Думаса депутат Ольга Савастьянова.","О комплексном проекте по улучшению положения и качества жизни семей Республики Коми «В фокусе внимания – счастливая семья» рассказала заместитель председателя Семейного совета республики, депутат Госдумы Российской Федерации Ольга Савастьянова."
334,"Проектлӧн могыс - лӧсьӧдны семьялысь институт ёнмӧдан условиеяс, кыпӧдны семьялысь тӧдчанлунсӧ, артмӧдны семейнӧй политикаын помшуӧмъяс примитігӧн да найӧс збыльмӧдігӧн йӧзкотырлысь участвуйтан окталуна ногъяс, а сідзжӧ ышӧдны челядьӧс, том йӧзӧс да бать-мамсӧ зіля пырӧдчыны ӧтйӧза да социальнӧй уджӧ.","Проект направлен на создание условий для укрепления института семьи, возрождение и поддержку семейных ценностей, формирование эффективных механизмов общественного участия в принятии и реализации решений в области семейной политики, а также приобщение детей, молодёжи и родителей к активной общественной и социальной деятельности."
335,"Сы могысь, медым 2021 во чӧжӧн воӧдчыны сувтӧдӧм медшӧр могъясӧдз, кӧсйӧны нуӧдны социальнӧй тӧдчанлуна публичнӧй мероприятиеяс.",Для достижения заявленных целей в течение 2021 года планируется провести комплекс публичных социально значимых мероприятий.
336,Найӧс сиасны семья темалы.,Которые позволят сформировать информационное и событийное пространство с фокусом на тему семьи.
337,"Владимир Уйба пасйис, мый буретш тайӧ проект отсӧгӧн лоӧ позянлун индыны семьяяслы риск зонаяссӧ да тайӧ риск чинтан методъяссӧ.","Владимир Уйба отметил, что этот проект должен стать базовым, определяющим зоны риска для семей и методы этот риск минимизировать."
338,"«Тӧдчана сійӧ, медым том семьяын верӧсыс да гӧтырыс вӧліны велӧдчӧм йӧзӧн, медым налӧн вӧлі удж, - кывкӧрталіс республикаӧн юрнуӧдысь.","«Важно, чтобы молодая семья изначально получила прочный фундамент, - подчеркнул глава республики."
339,– Миянлы – власьт органъяслы да йӧзкотырлы – колӧ лӧсьӧдны та вылӧ условиеяссӧ.,Нам – органам власти и общественности – надо обеспечить эти условия.
340,"Гашкӧ, медводдза некымын во чӧж татшӧм семьяясыслы колӧ сетны отсӧг, медым найӧ эз веськавны риск зонаӧ.","Возможно, есть смысл сопровождать такие семьи первые несколько лет, чтобы они не попали в зону риска."
341,"Отсавны налы уджсикас серти велӧдчыны, пырны удж вылӧ.","Помочь получить профессию, трудоустроиться."
342,"Татшӧм подулыс оз кӧ лоӧ, семьяыс вермас торъявны, веськавны лёка олысь семьяяс лыдӧ.","В противном случае, если не будет такого фундамента, семья может распасться, стать неблагополучной."
343,"Оз позь, медым татшӧмторйыс артмис.","Этого, конечно, нельзя допустить."
344,Та вӧсна миянлы колӧ пырӧдчыны проектӧ да уджавны сы серти».,Поэтому мы все должны принять самое активное участие в этом проекте и сделать его действенным».
345,Коми язык,Русский язык
346,Владимир Уйба сёрнитіс Монди СЛПК-ӧн юрнуӧдысьяскӧд регионса вӧр переработайтан медыджыд предприятие сӧвмӧдӧм йылысь ,Владимир Уйба обсудил с руководством Монди СЛПК стратегию развития крупнейшего лесоперерабатывающего предприятия региона 
347,"Коми Республикаса Юралысь Владимир Уйба регионлӧн Веськӧдлан котырса Медводдза вице-премьер Игорь Булатовкӧд, вице-премьер Ирина Бахтинакӧд да республикаса Экономика сӧвмӧдан да промышленносьт министр Эльмира Ахмеевакӧд ӧтвылысь видзӧдлісны «Монди Сыктывкарса ЛПК» акционер котырлысь производствосӧ.","Глава Республики Коми Владимир Уйба совместно с Первым вице-премьером регионального Правительства Игорем Булатовым, вице-премьером Ириной Бахтиной и министром экономического развития и промышленности республики Эльмирой Ахмеевой посетил производство АО «Монди Сыктывкарский ЛПК»."
348,"Веськӧдлан котырса делегация тӧдмасис древесина автоматизируйтӧмӧн примитан системаӧн, древесно-подготовительнӧй цехлӧн, бумага вӧчан цехлӧн уджӧн, ветліс бумага формат серти вундалан цехӧ.","Правительственная делегация ознакомилась с работой системы автоматизированной приёмки древесины, древесно-подготовительного цеха, бумагоделательной машины, побывала в цехе форматной резки бумаги."
349,Производствоӧн тӧдмасьӧм бӧрын удж серти аддзысьлісны комбинатса медыджыд директор Клаус Пеллеркӧд.,После знакомства с производством состоялась рабочая встреча с генеральным директором комбината Клаусом Пеллером.
350,Аддзысьлӧмӧ пырӧдчысьяс сёрнитісны «Горизонт» тӧдчана инвестиция проект збыльмӧдӧм йылысь.,Участники встречи обсудили ход реализации приоритетного инвестиционного проекта «Горизонт».
351,"Министр Эльмира Ахмеева корис Монди СЛПК-ӧс петкӧдлысьясӧс участвуйтны «Коми Республикаса вӧр промышленносьт комплекс» стратегическӧй сессияын, кӧні кутасны уджавны федеральнӧй экспертъяс да спикеръяс.",Министр Эльмира Ахмеева пригласила представителей Монди СЛПК к участию в стратегической сессии «Лесопромышленный комплекс Республики Коми».
352,Сессияыс лоӧ рака тӧлысь 11 лунӧ.,Которая состоится в Сыктывкаре 11 марта с участием федеральных экспертов и спикеров.
353,Владимир Уйба вӧзйис компаниялы пырӧдчыны Коми Республикалы 100 во пасйӧмӧ.,Владимир Уйба предложил компании принять активное участие в праздновании столетия Республики Коми.
354,"Мӧд аддзысьлӧм дырйи Владимир Уйба да Клаус Пеллер кутасны сёрнитны проектъяс йылысь, кутшӧмъясӧс кӧсйӧны збыльмӧдны таво Монди СЛПК да республикаса Веськӧдлан котыркӧд социальнӧя уджъёртасьӧм серти.","Владимир Уйба и Клаус Пеллер договорились на следующей встрече обсудить проекты, которые планируется реализовать в этом году в рамках социального партнёрства Монди СЛПК с Правительством республики."
355,***«Монди Сыктывкарса ЛПК» акционер котыр пырӧ Mondі группаӧ.,*** АО «Монди Сыктывкарский ЛПК» является частью Группы Mondi.
