,0,1
121,Комиын студентъяслӧн отрядъяс заводитісны уджавны 1960-ӧд вояс помсянь.,Первые студенческие отряды в Коми появились в конце 1960-ых годов.
122,"Найӧ уджалісны медыджыд инфраструктура объектъяс стрӧитігӧн да пуктісны ыджыд пай регионлысь промышленносьт, экономика до социальнӧй юкӧн сӧвмӧдӧмӧ.","Они участвовали в строительстве крупнейших инфраструктурных проектов и своим трудом вносили огромный вклад в развитие промышленности, экономики и социальной сферы региона."
123,Россия Федерацияса Президент Владимир Владимирович Путин аслас медводдза стройотряд сезонӧ волис республикаӧ.,Свой первый стройотрядовский сезон в республике провёл Президент Российской Федерации Владимир Владимирович Путин.
124,«Студентъяслӧн отрядъясӧ пырысьяс уд,"«Нет ни одного важнейшего объекта в нашей республике, на котором бы не трудились бойцы студенческих отрядов."
125,"Тайӧ и «Сияние севера» биару провод, и «Мылдін – Сосногорск» кӧрт туй стрӧитӧм, и Зӧвсьӧртса фанера вӧчан комбинат, и Печораса ГРЭС.","Это и газопровод «Сияние Севера», и строительство железной дороги «Троицко-Печорск – Сосногорск», и Жешартский фанерный комбинат, и Печорская ГРЭС."
126,Усинск да Вуктыл каръяссӧ кыпӧдісны студентъяслӧн отрядъяс.,Города Усинск и Вуктыл с нуля поднимали студенческие отряды.
127,"Изьваын, Чилимдінын, Усинскын, Косланын лэбзян-пуксян полосаяс – ставсӧ стрӧитісны студентъяслӧн стрӧитчан отрядъяс», - висьталіс ӧтмунӧмлӧн история йылысь Михаил Дронов, «Россияса Студентъяслӧн Отрядъяс» ставроссияса том йӧзлӧн ӧтйӧза организациялӧн Коми региональнӧй юкӧнса Правлениеӧн веськӧдлысь.","Взлётно-посадочные полосы в Ижме, Усть-Цильме, Усинске, Кослане – всё построено бойцами ССО», - рассказал об истории движения Михаил Дронов, председатель Правления Коми регионального отделения Молодежной общероссийской общественной организации «Российские Студенческие Отряды»."
128,"Талун «Россияса Студентъяслӧн Отрядъяс» ставроссияса том йӧзлӧн ӧтйӧза организациялӧн регионса юкӧнӧ пырӧ 25 линейнӧй отряд, сы лыдын: 4 стрӧитчан, 12 педагогическӧй, 4 сервиснӧй, 2 медиа отряд да проводникъяслӧн 3 отряд. Ставнас 820 морт.","Сегодня региональное отделение Молодёжной общероссийской общественной организации «Российские студенческие отряды» включает в себя 25 линейных отряда, в том числе: 4 строительных, 12 педагогических, 4 сервисных, 2 медиа отряда и 3 отряда проводников общей численностью 820 человек."
129,2021 воӧ трудӧвӧй семестрын студентъяслӧн отрядъяс петкӧдлісны бур бӧртасъяс.,В 2021 году студенческие отряды показали достойные результаты по итогам трудового семестра.
130,"Педагогика отрядъясӧ пырысьяс уджалісны Коми Республикаса да сылӧн суйӧр сайын челядьлы лагеръясын, сыктывкарса Кванториумын.","Бойцы педагогических отрядов трудились в детских лагерях Республики Коми и за её пределами, в сыктывкарском Кванториуме."
131,Сервиснӧй отрядъяс уджалісны Краснодар крайса гырысь туй морт керкаясын да челядьлы лагеръясын.,Сервисные отряды работали в крупных гостиничных комплексах и детских лагерях Краснодарского Края.
132,Комиын студотрядъяс вӧчӧны йӧзлы колана удж.,Студотряды в Коми ведут большую социальную работу.
133,"Тайӧ «Войвывса десант» (ветлӧны ылі районъясӧ да посёлокъясӧ), «Шефство» проектъяс (волысьӧны бать-мамтӧм челядькӧд, бать-мам дӧзьӧртӧг кольӧм челядькӧд, а сідзжӧ вермытӧм да дзоньвидзалунын дзескӧдӧм челядькӧд), экология десантъяс.","Это проекты «Северный десант» (выезды в отдалённые районы и посёлки), «Шефство» (общение с детьми-сиротами, детьми, оставшимися без попечения родителей, а также детьми с инвалидностью и ограниченными возможностями здоровья), экологические десанты."
134,"«Россияса Студентъяслӧн Отрядъяс» ставроссияса том йӧзлӧн ӧтйӧза организациялӧн регионса юкӧнӧн юрнуӧдысь (командир) Анатолий Чемезов индіс могъяс, кутшӧмъясӧс ӧтмунӧмлы колӧ збыльмӧдны матысса кадӧ: содтыны студентъяслӧн отрядъяслысь лыдсӧ 1 сюрс мортӧдз; лӧсьӧдны выль студотрядъяс Воркутаын, Интаын, Усинскын да Печораын; примитны 2022-2026 вояс вылӧ студентъяслысь отрядъяс сӧвмӧдан уджтас; лӧсьӧдны Коми Республикаын удж сетысьяслысь реестр, лӧсьӧдны накӧд подула йитӧдъяс; дасьтыны да пыртны Коми Республикаса студентъяслӧн отрядъясӧ пырысьяслы отсалан да найӧс ышӧдан выль формаяс.","Руководитель (командир) КРО МООО «Российские Студенческие Отряды» Анатолий Чемезов обозначил задачи, которые предстоит реализовать движению в ближайшей перспективе: увеличить численность студенческих отрядов до 1 тысячи человек; сформировать новые студотряды в Воркуте, Инте, Усинске и Печоре; принять программу развития студенческих отрядов на 2022-2026 годы; сформировать реестр работодателей в Республике Коми, выстроив с ними конструктивные взаимоотношения; разработать и внедрить новые формы поддержки и мотивации членов студенческих отрядов Республики Коми."
135,"Коми Республикаса Веськӧдлан котыр дась отсавны студотрядъяслӧн ӧтмунӧмлы тайӧ да мукӧд мог збыльмӧдӧмын, тӧдчӧдіс Владимир Уйба.","Правительство Коми готово оказать поддержку движению студотрядов в решении этих и других задач, подчеркнул Владимир Уйба."
136,Коми Республикаса Юралысь тшӧктіс регионса олӧмӧ пӧртысь власьт органъяслы ёнмӧдны студотрядъяскӧд ӧтув уджалӧмсӧ.,Глава Коми поручил органам исполнительной власти региона усилить взаимодействие со студотрядами.
137,"Шуам, зільджыка уджӧдны студентъясӧс социальнӧй юкӧнса да туй инфраструктура объектъяс стрӧитігӧн.","Например, активнее привлекать студенческие трудовые ресурсы при строительстве объектов социальной сферы и дорожной инфраструктуры."
138,Республикаса стрӧитчан министерстволы колӧ дасьтыны татшӧм ӧтувъя уджлысь механизмсӧ.,Минстрою республики необходимо проработать механизм такого взаимодействия.
139,"Та кадӧ студентъяс вермасны туйдыны гырысь классъясса велӧдчысьясӧс, кодъяс велӧдчӧны уджсикасӧ школаясын.","В свою очередь студенты могут стать трудовыми наставниками старшеклассников, которые проходят профобучение в школах."
140,Коми Республикаса Юралысь сиис регионса выльысь бӧрйӧм ӧтйӧза палаталы бур удж ,Глава Коми пожелал новому созыву общественной палаты региона продуктивной работы 
141,"Сыктывкарын медводдзаысь чукӧртчисны Коми Республикаса сизимӧдысь бӧрйӧм ӧтйӧза палатаӧ выль пырӧдчысьяс, кодъясӧс бӧрйисны куим во кежлӧ.","В Сыктывкаре впервые в новом составе собрался новый – седьмой – созыв общественной палаты Коми, избранный на трёхлетний срок."
142,Мероприятие вылын вӧлісны Владимир Уйба (регионса Юралысьӧс палатаын петкӧдлӧны регионысь дас медшӧр общественник) да Сергей Усачёв (Каналан Сӧветсянь бӧрйисны нӧшта дас нималана общественникӧс).,На мероприятии присутствовали Владимир Уйба (от главы региона в палате представлены десять ведущих общественников региона) и Сергей Усачев (от Госсовета выбрана ещё одна десятка известных общественников).
143,Медводдза кывсӧ вӧлі сетӧма республикаӧн юрнуӧдысьлы.,Первым слово для выступления было предоставлено руководителю республики.
144,"Владимир Уйба сетіс аттьӧалана гижӧдъяс квайтӧдысь бӧрйӧм ӧтйӧза палатаӧн веськӧдлысь Сергей Чечеткинлы, важся да ӧні бӧрйӧм ӧтйӧза палатаӧ пырысь, «СПИД шӧрин» регионса учреждениелӧн юралысь врач Сергей Поганлы.","Владимир Уйба вручил благодарственные письма председателю ушедшего шестого созыва Сергею Чечеткину и члену как прежнего, так и нынешнего созыва Сергею Погану, главному врачу регионального «Центра СПИД»."
145,"Палатаӧн веськӧдлысьӧн чукӧртчысьяс ӧтсӧгласӧн бӧрйисны Григорий Хатанзейскийӧс, коді уджавліс йӧзӧс юӧртан средствоясын шӧр редакторӧн.","Собравшиеся единогласно выбрали в качестве председателя члена палаты от десятки главы Григория Хатанзейского, в прошлом главного редактора СМИ на коми языке."
146,Ӧні уджалӧ «Коми войтыр» ӧтйӧза ӧтмунӧмӧн веськӧдлысьӧс медводдза вежысьӧн да юрнуӧдӧ Сыктывкарын «Войтырлӧн ёртасян керкаӧн».,"А также – первого заместителя председателя МОД «Коми войтыр», возглавляющего «Дом дружбы народов» в Сыктывкаре."
147,Сідзжӧ пленарнӧй заседание вылын артмӧдісны палаталысь тэчассӧ да индісны юрнуӧдысьясӧс.,Также в рамках пленарного заседания сформирована структура палаты и определён руководящий состав.
148,"Владимир Уйба сиис ӧтйӧза палатаӧн выль веськӧдлысьлы да сылӧн командалы бур ӧтсӧгласа удж, пыр лӧсьыда видзӧдны став юкӧн серти регионлы тӧдчана мытшӧдъяс бӧрся, а сідзжӧ – кар-районъясса олысьяслы колана юалӧмъяс решитӧм вылӧ власьт органъяскӧд бур ӧтувъя удж.","Владимир Уйба пожелал новому председателю и всей команде общественной палаты слаженной работы, постоянного мониторинга проблематики по всем отраслям, важным для региона, а также – продуктивного взаимодействия с органами власти для решения вопросов, поднимаемых жителями городов и районов."
149,*** Коми Республикаса VІІ бӧръян ӧтйӧза палатаӧ пырысьяс:,*** Состав Общественной палаты Республики Коми VII созыва:
150,"Абидов Абдулмуъмин Касумович – «Афганскӧй войнаса да Чечняын вӧвлӧмторъясса ветеранъяслӧн котыр» Ухта карса организацияӧн веськӧдлысьӧс вежысь, «Ухта» кар кытшса муниципальнӧй юкӧнлӧн Ӧтйӧза Сӧветӧн веськӧдлысь;","Абидов Абдулмуъмин Касумович – заместитель председателя УГО «Союз ветеранов афганской войны и событий в Чечне», председатель Общественного Совета МО ГО «Ухта»;"
151,Белоглазова Дарья Николаевна – Коми Республикаын «Вермӧмлӧн волонтёръяс» ставроссияса ӧтйӧза ӧтмунӧмӧн юрнуӧдысь;,Белоглазова Дарья Николаевна – руководитель ВОД «Волонтеры Победы» в Республике Коми;
152,Болобонов Юрий Викторович – «Коми Республикаса муниципальнӧй юкӧнъяслӧн сӧвет» ассоциацияса олӧмӧ пӧртысь дирекцияӧн юрнуӧдысь;,Болобонов Юрий Викторович – руководитель исполнительной дирекции ассоциации «Совет муниципальных образований Республики Коми»;
153,Бутрим Наталья Александровна – Питирим Сорокин нима Сыктывкарса канму университетын шӧр преподаватель;,Бутрим Наталья Александровна – старший преподаватель СГУ им. Питирима Сорокина;
154,Гурьева Любовь Александровна – «С.М. Киров нима Санкт-Петербургса канму лесотехническӧй университет» вылыс тшупӧда велӧдан федеральнӧй канму сьӧмкуд учреждениелӧн Сыктывкарса вӧр институтлӧн (филиаллӧн) директор;,Гурьева Любовь Александровна – директор Сыктывкарского лесного института (филиала) ФГБОУ ВПО «Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова»;
155,"Денисова Наталья Александровна – «Аврора» вӧв видзан шӧринӧн юрнуӧдысь, «Челядьлы Сыктывкарса торъя керка» Коми Республикаса канму учреждениеын иннотерапевт;","Денисова Наталья Александровна – руководитель конного центра «Аврора», иннотерапевт ГУ РК «Сыктывкарский специализ"
156,"Жукова Людмила Александровна – Коми Республикаса Юралысьлӧн сӧветник, Войнаса, уджвывса, Вооружённӧй вынъясса да инӧд видзан органъясса ветеранъяслӧн (пенсионеръяслӧн) Коми республиканскӧй ӧтйӧза организацияӧн веськӧдлысь;","Жукова Людмила Александровна – советник Главы Республики Коми, председатель Коми республиканской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов;"
157,Залевская Ольга Сергеевна – «Челядьлы да том йӧзлы республиканскӧй шӧрин» Коми Республикаса канму асшӧрлуна учреждениеса директорӧс вежысь;,Залевская Ольга Сергеевна – заместитель директора ГАУ РК «Республиканский центр детей и молодежи»;
158,Зибарев Игорь Владимирович – «ЧОП Щит-А» ичӧт кывкутана котырса медыджыд директор;,Зибарев Игорь Владимирович – генеральный директор ООО «ЧОП Щит-А»;
159,Каракчиева Надежда Ильинична – «Коми Республикаса вужвойтыр аньяс» регионса ӧтйӧза ӧтмунӧмлӧн олӧмӧ пӧртысь директор;,Каракчиева Надежда Ильинична – исполнительный директор РОД «Коренные женщины Республики Коми»;
160,Кирокосян Геворг Арменович – «Эжва» олимпиада резервӧ дасьтан спорт школа» муниципальнӧй асшӧрлуна учреждениеын самбо юкӧнса шӧр тренер;,Кирокосян Геворг Арменович – старший тренер отделения самбо МАУ «Спортивная школа олимпийского резерва «Эжва»;
161,Колпащикова Маргарита Михайловна – «Ставроссияса вермытӧмъяслӧн котыр» ставроссияса ӧтйӧза организациялӧн Коми республиканскӧй организацияӧн веськӧдлысь;,Колпащикова Маргарита Михайловна – председатель Коми КРО ООО «Всероссийское общество инвалидов»;
162,Кораблева Наталья Николаевна – Коми Республикаса йӧзлысь дзоньвидзалун видзан министерство бердын Ӧтйӧза сӧветӧн веськӧдлысь;,Кораблева Наталья Николаевна – председатель Общественного совета при Министерстве здравоохранения Республики Коми;
163,"Лапшина Галина Анисимовна – «Коми Республикаса аньяслӧн котыр» регионса ӧтйӧза организацияӧн веськӧдлысь, асшӧр уджалысь;","Лапшина Галина Анисимовна – председатель РОО «Союз женщин Республики Коми», предприниматель;"
164,Левицкий Геннадий Семенович – «Коми республиканскӧй телевизионнӧй канал» акционер котырса медыджыд директорӧс медводдза вежысь;,Левицкий Геннадий Семенович – первый заместитель генерального директора ОАО «Коми республиканский телевизионный канал»;
165,"Лисин Юрий Владимирович – вӧр-ва видзан юкӧнса ветеран, пенсионер;","Лисин Юрий Владимирович – ветеран природоохранной отрасли, пенсионер;"
166,Облизов Алексей Валерьевич – Канму службаӧ да веськӧдлыны велӧдан Коми Республикаса академияын канму да муниципальнӧй веськӧдлӧм серти кафедраса доцент;,Облизов Алексей Валерьевич – доцент кафедры государственного и муниципального управления КРАГСиУ;
167,Панюков Алексей Федорович – «Эжваса жилкомхоз» ичӧт кывкутана котырса директор;,Панюков Алексей Федорович – директор ООО «Эжвинский жилкомхоз»;
168,Поган Сергей Сергеевич – «СПИД-ысь да вуджан висьӧмъясысь ӧлӧдан да бурдӧдан республиканскӧй шӧрин» Коми Республикаса йӧзлысь дзоньвидзалун видзан канму сьӧмкуд учреждениеса юралысь врач;,Поган Сергей Сергеевич – главный врач ГБУЗ РК «Республиканский центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями»;
169,Просужих Алексей Анатольевич – «Коми Республикаса национальнӧй библиотека» Коми Республикаса канму сьӧмкуд учреждениеса директор;,Просужих Алексей Анатольевич – директор ГБУ РК «Национальная библиотека Республики Коми»;
170,Русинова Надежда Васильевна – «Кулӧмдін» муниципальнӧй районса администрациялӧн котыртан юкӧнса сӧветник;,Русинова Надежда Васильевна – советник организационного отдела Администрации муниципального района «Усть-Куломский»;
171,"Сизев Дмитрий Владимирович – Коми Республика мутасын ӧтйӧза асвеськӧдлан органъяслӧн ассоциацияса (КР АТОС) олӧмӧ пӧртысь дирекцияӧн юрнуӧдысь, «Коми Республикаса муниципальнӧй юкӧнъяслӧн сӧвет» Ассоциация бердын Коми Республикаын ТОС сӧвмӧдӧм серти координатор;","Сизев Дмитрий Владимирович – руководитель исполнительной дирекции Ассоциации органов территориального общественного самоуправления Республики Коми (АТОС РК), координатор по развитию ТОС в РК при Ассоциации «Совет муниципальных образований Республики Коми»;"
172,Спичак Григорий Иванович – пенсионер;,Спичак Григорий Иванович – пенсионер;
173,Тырышкина Татьяна Анатольевна – «РЕСО-Гарантия» страхӧвӧй акционер котырлӧн филиалса директор;,Тырышкина Татьяна Анатольевна – директор филиала САО «РЕСО-Гарантия»;
174,Усова Надежда Анатольевна – «Центр Здоровье» ичӧт кывкутана котырса олӧмӧ пӧртысь директор;,Усова Надежда Анатольевна – исполнительный директор ООО «Центр Здоровье»;
175,Хатанзейский Григорий Федорович – «Коми Республикаса войтырлӧн ёртасян керка» Коми Республикаса канму асшӧрлуна учреждениеса директор;,Хатанзейский Григорий Федорович – директор ГАУ РК «Дом дружбы народов Республики Коми»;
176,Чупров Вячеслав Викторович – «НТИ» ичӧт кывкутана котырса директор;,Чупров Вячеслав Викторович – директор ООО «НТИ»;
177,"Шучалина Дарья Дмитриевна – журналист, «ЖКХ-контроль» шӧринӧн юрнуӧдысь;","Шучалина Дарья Дмитриевна – журналист, руководитель центра «ЖКХ-контроль»;"
178,Юркин Андрей Вячеславович – «Европа Плюс Коми» радиостанцияса олӧмӧ пӧртысь директор.,Юркин Андрей Вячеславович – исполнительный директор радиостанции Европа Плюс Коми Исполнительный директор радиостанции Европа Плюс Коми.
179,Сыктывкарын пасйисны культура юкӧнын нималана уджалысьясӧс ,В Сыктывкаре отметили выдающихся деятелей в области культуры 
180,"Вӧльгым тӧлысь 18 лунӧ Коми Республикаса Юралысьлӧн Администрациялӧн Ыджыд залын вӧлі драматургия да сценическӧй искусство, литература да культура юкӧнын Коми Республикаса Веськӧдлан котырлысь премияяс сетан церемония.","18 ноября в Большом зале Администрации Главы Республики Коми состоялась церемония вручения премий Правительства Республики Коми за достижения в области драматургии и сценического искусства, литературы и культуры."
181,Лауреатъясӧс чолӧмаліс Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс Медводдза вежысь Игорь Булатов.,Лауреатов премии приветствовал Первый заместитель Председателя Правительства Республики Коми Игорь Булатов.
182,Сійӧ тӧдчӧдіс культураын да искусствоын уджалысьясӧн республикалӧн олӧмӧ пыртӧм пайлысь коланлунсӧ.,"Который подчеркнул важность вклада, который деятели культуры и искусства вносят в жизнь республики."
183,"«Тайӧ премияыс – абу сӧмын пыдди пуктӧмлӧн символ, сійӧ петкӧдлӧ пайсӧ, кутшӧмӧс лауреатъяс пуктісны Коми мулӧн олӧмӧ.","«Эта премия – не только символ уважения, это подтверждение огромного вклада, который каждый из присутствующих лауреатов внес в культурную жизнь Коми края."
184,Ті озырмӧданныд республикалысь да Россиялысь культурасӧ.,"Благодаря вашим достижениям, успехам, таланту культура нашей республики и России в целом становится более богатой."
185,"Республика пыдди пуктӧ тіянӧс, талунъя наградаясыс петкӧдлӧны тіян уджлысь тӧдчанлунсӧ», - пасйис Игорь Булатов.","Республика гордится вами, и сегодняшние награды – признание значимости вашего труда», – отметил Игорь Булатов."
186,Драматургия да сценическӧй искусство юкӧнын Виктор Савин нима премияӧн пасйисны Виктор Савин нима Академическӧй драма театрысь да Коми Республикаса том войтырлӧн театрысь ӧтувъя творческӧй коллективӧс «СКТВКР» спектакль пуктӧмысь.,Премией имени Виктора Савина в области драматургии и сценического искусства отметили совместный творческий коллектив Академического театра драмы им. Виктора Савина и Молодежного театра Республики Коми за постановку спектакля за «СКТВКР».
187,Литература юкӧнын Иван Куратов нима премия сетӧма автор Алексей Мишаринлы да роч вылӧ вуджӧдчысь Александр Суворовлы «Из вылӧ из» романысь да поэт Андрей Поповлы Иван Куратовлысь кывбуръяс роч вылӧ вуджӧдӧмысь да «Исповедь» кывбур чукӧр лӧсьӧдӧмысь.,Премию имени Ивана Куратова в области литературы вручили авторскому коллективу в составе автора Алексея Мишарина и переводчика на русский язык Александра Суворова за роман «Из вылö из» (Коса на камень) и поэту Андрею Попову за переводы стихов Ивана Куратова на русский язык и составление сборника стихотворений «Исповедь».
188,***Культура юкӧнын Премия лауреатъясӧн лоисны:,***Лауреатами Премии в области культуры стали:
189,«Асъя кыа» Виктор Морозов нима Коми Республикалӧн сьылан да йӧктан канму ансамбльлӧн творчество котыр «Коми мулӧн легендаяс» театрализованнӧй мультимедиа шоу лӧсьӧдӧмысь;,Творческий коллектив Государственного ансамбля песни и танца Республики Коми им. Виктора Морозова «Асъя кыа» за создание театрализованного мультимедийного шоу «Легенды Коми края»;
190,«Коми Республикаса композиторъяслӧн котыр» Коми дінму ӧтйӧза организацияӧ пырысь Светлана Головина коми войтырлысь традициясӧ озырмӧдӧм могысь челядьлы да томуловлы ӧнія сьылан да инструментальнӧй шылад лӧсьӧдӧмӧ ыджыд пай пуктӧмысь;,"член Коми региональной общественной организации «Союз композиторов Республики Коми» Светлана Головина за большой вклад в создание современной вокальной и инструментальной музыки для детей и юношества, способствующей обогащению коми национальной традиции;"
191,Опера да балет театрса симфоническӧй оркестр шылада искусство сӧвмӧдӧмӧ да йӧз пӧвстын тӧдӧмлун паськӧдӧмӧ ыджыд пай пуктӧмысь.,Симфонический оркестр Театра оперы и балета за большой вклад в развитие музыкального искусства и просветительскую деятельность.
192,Театр искусство юкӧнын СССР-са нимйӧза артист Иван Аврамов нима премия сетӧма,Премией имени народного артиста СССР Ивана Аврамова в области театрального искусства была награждена
193,Коми Республикаса вужвойтырлӧн шылада-драмаа театрса драма артист Елена Чувьюровалы театр искусство сӧвмӧдӧмӧ ыджыд пай пуктӧмысь.,артист драмы Национального музыкально-драматического театра Республики Коми Елена Чувьюрова за большой вклад в развитие театрального искусства.
194,"Кипомысь йӧзкостса мичаторъяс вӧчан юкӧнын Семён Оверин нима премия сетӧма прӧшви кыӧм, нювчимса прӧшви важ ногӧн кыӧм, костюм серти мастер Мария Ивановалы да пу серӧдӧм-мичмӧдӧм серти мастер Александр Выборовлы кипомысь йӧзкостса мичаторъяс творческӧя вӧчӧмын тӧдчана вермӧмъясысь.","Премии имени Семёна Оверина в области декоративно-прикладного искусства и народных художественных промыслов удостоились мастер по кружевоплетению, этнографической реконструкции нювчимского кружева, костюму Мария Иванова и мастер по художественной обработке дерева Александр Выборов за выдающиеся результаты творческой деятельности в области декоративно-прикладного искусства и народных художественных промыслов."
195,Серпасасян искусство юкӧнын Валентин Поляков нима премия сетӧма,Обладателем Премии имени Валентина Полякова в области изобразительного искусства стал
196,«Россияса серпасасьысьяслӧн котыр» ставроссияса творческӧй ӧтйӧза организациялӧн Коми дінму юкӧнӧ пырысь Павел Микушевлы Коми Республикаса серпасасян искусство сӧвмӧдӧмӧ ыджыд пай пуктӧмысь.,член Коми регионального отделения всероссийской творческой общественной организации «Союз художников России» Павел Микушев за большой вклад в развитие изобразительного искусства Республики Коми.
197,Лариса Карачёва: «Выль инвестиция проектъяс сетӧны позянлун чинтыны йӧзлысь мӧдлаӧ овны мунӧмсӧ» ,Лариса Карачёва: «Новые инвестпроекты позволят преодолеть миграционный отток из республики» 
198,«Кадръясӧс Арктикаын уджалӧм вылӧ кыскӧм серти канму политика» войтыркостса конференция вылын Коми Республика юксис уджалысьясӧс видзӧм да кыскӧм серти планъясӧн.,Республика Коми поделилась планами по сохранению и привлечению кадрового потенциала на международной конференции «Государственная политика по привлечению кадров для работы в Арктике».
199,"Архангельскын М.В. Ломоносов нима Войвывса (Арктическӧй) федеральнӧй университет подув вылын котыртӧм конференцияӧ пырӧдчисны Россияса арктика регионъясӧс, Норвегияӧс да Швецияӧс петкӧдлысьяс.","В конференции, организованной на базе Северного (Арктического) федерального университета имени М.В. Ломоносова в Архангельске, приняли участие представители арктических регионов России, Норвегии и Швеции."
200,Республикасянь петкӧдчис Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысь Лариса Карачёва.,Республику представила заместитель Председателя Правительства Коми Лариса Карачёва.
201,"Петкӧдчӧмъяс бӧрын тыдовтчис, мый россияса да скандинавияса войвыв регионъясын уджӧн могмӧдан юкӧнын канму политикалӧн могъясыс ӧткодьӧсь: видзны вужвойтыръяслысь нэмӧвӧйся уджъяс (медводз – кӧр видзӧм), ышӧдны локны арктика регионъясӧ уджавны, лӧсьӧдны Арктикаын выль вылыс технологияа уджалан местаяс, отсавны Войвылын ичӧт да шӧр бизнеслы.","Как показали выступления, задачи государственной политики в сфере занятости схожи и в российских, и в скандинавских северных регионах. Это сохранение традиционных занятий коренных народов (прежде всего – оленеводства), стимулирование трудовой миграции в арктические регионы, создание новых высокотехнологичных рабочих мест в Арктике, поддержка малого и среднего бизнеса на Севере."
202,"Кадръяс видзӧм могысь Коми Республика кутӧ лача экономика  диверсифицируйтӧм вылӧ: выль производствояс восьтӧм, выль уджалан местаяс лӧсьӧдӧм вылӧ.","В свою очередь, в плане сохранения и развития кадрового потенциала Республика Коми возлагает надежды на диверсификацию экономики: открытие новых производств, создание новых рабочих мест."
203,Буретш та йылысь аслас Инвестиция посланиеын висьталіс регионса Юралысь Владимир Уйба.,Именно об этом заявил в своем Инвестиционном послании Глава региона Владимир Уйба.
204,- Россия тшупӧдын вынсьӧдӧма 2021-2026 вояс вылӧ Коми Республикалысь экономика диверсифицируйтан план.,– На уровне России утвержден план диверсификации экономики Республики Коми на 2021-2026 годы.
205,"Тайӧ планӧн урчитӧма 50 инвестиция проект збыльмӧдӧм, мый сетас позянлун лӧсьӧдны нёль сюрс гӧгӧр уджалан места.","Этот план предполагает реализацию 50 инвестиционных проектов, что позволит создать около четырех тысяч рабочих мест."
206,Та лыдын Арктика зона районъясын – 700 уджалан места.,Из них в районах Арктической зоны – 700 рабочих мест.
207,"Унджык инвестиция проектсӧ веськӧдӧма пу пыдіа переработайтӧм, мусир, биару да мукӧд мупытшса озырлун перйӧм да переработайтӧм вылӧ, а сідзжӧ кориз, стрӧитчан из, посньӧдлӧм из, доломит да пу пызь лэдзан выль производствояс лӧсьӧдӧм вылӧ.","Большая часть запланированных инвестпроектов направлена на глубокую переработку древесины, добычу и переработку нефти, газа, других полезных ископаемых, а также на создание новых производств по выпуску извести, строительного камня, щебня, доломитовой и древесной муки."
