,0,1
255,Коми язык,Русский язык
256,Владимир Уйба чолӧмалӧ Коми Республикаса олысьясӧс Том йӧзлӧн лунӧн ,Владимир Уйба поздравляет жителей Республики Коми с Днём молодёжи 
257,«Коми Республикаса пыдди пуктана олысьяс!,«Уважаемые жители Республики Коми!
258,Чолӧмала тіянӧс медся кыпыд да яръюгыд гажӧн – Том йӧзлӧн лунӧн!,Примите поздравления с одним из самых ярких и позитивных праздников – Днём молодёжи!
259,"Коми Республикаын олӧны бур вӧчны зільысь, енбиа да вын-эбӧса том йӧз.","Молодежь Республики Коми обладает огромным созидательным потенциалом, талантом и энергией."
260,"Нывъяс да зонъяс восьлалӧны кадыскӧд ӧтлаын, велӧдӧны выль технологияяс да уджсикасъяс, видзӧны ассьыныс дзоньвидзалун, зільӧны спортын, пыдди пуктӧны олӧма йӧзлысь традицияяс, тӧждысьӧны чужан республика вӧсна.","Юноши и девушки уверенно шагают в ногу со временем, осваивают новые технологии и современные профессии, ведут здоровый образ жизни, занимаются спортом, уважают традиции старшего поколения, неравнодушны к судьбе родной республики."
261,Ми вылӧ донъялам канмулысь том йӧз политика збыльмӧдӧмӧ зіля пырӧдчӧмнытӧ.,Мы ценим ваше активное участие в реализации направлений государственной молодежной политики.
262,"Ті уджаланныд волонтёръясӧн, сӧвмӧданныд том йӧзлысь асвеськӧдлӧм, котыртанныд патриотическӧй клубъяс, участвуйтанныд гранта конкурсъясын да водзмӧстчӧмъяс збыльмӧдӧмын.","В рамках которой вы ведете волонтерскую работу, развиваете молодежное самоуправление, организуете патриотические клубы, принимаете участие в грантовых конкурсах и народном бюджетировании."
263,2020 воӧ федеральнӧй сьӧмкудйысь том йӧзлӧн проектъяс вылӧ вӧлі сетӧма пӧшти 18 миллион шайт.,В 2020 году из федерального бюджета на реализацию молодежных проектов привлечено почти 18 миллионов рублей.
264,Республикаса конкуръясын да ордйысьӧмъясын 38 вермысь босьтісны Коми Республикаса Веськӧдлан котырсянь енбиа том йӧзлы премияяс.,38 победителей республиканских конкурсов и соревнований получили премии Правительства Республики Коми талантливой молодежи.
265,"Тӧда, мый водзмӧстчӧмӧн, велӧдчыны кӧсйӧмӧн, вермӧмъяс да сувтӧдӧм могъяс шедӧдны сямлун отсӧгӧн ті лоанныд колана специалистъясӧн да профессионалъясӧн.","Уверен, благодаря инициативности, стремлению к знаниям, умению добиваться успеха и поставленных целей вы станете востребованными специалистами и профессионалами."
266,"И регыдъя кадӧ босьтанныд ас выланыд республика вӧсна, сылӧн водзӧ сӧвмӧм вӧсна кывкутӧм.","И в скором будущем возьмете на себя ответственность за республику, ее дальнейшее развитие."
267,"Сьӧлӧмсянь сиа тіянлы вермӧмъяс, помасьлытӧм вын, аслыныд эскӧм, крепыд дзоньвидзалун, кыпыда да тыр-бур олӧм!»","Искренне желаю вам успехов и побед во всех добрых начинаниях, неиссякаемой жизненной энергии, веры в себя, верных друзей, удачи, благополучия, крепкого здоровья и хорошего настроения!»"
268,Коми Республикаса Юралысь В. В. Уйба,Глава Республики Коми В.В. Уйба
269,Коми язык,Русский язык
270,Коми Республикаса олӧма йӧз кутісны зільджыка пырӧдчыны спортӧ ,Жители Республики Коми старшего поколения стали больше заниматься спортом 
271,Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысь Лариса Карачёва нуӧдіс республикаса котыртан комитетлысь заседание. Заседание дырйи сёрнитісны олӧма йӧзлӧн физкультура мероприятиеясӧ пырӧдчӧм да та вылӧ колана условиеяс лӧсьӧдӧм йылысь.,"Вовлечение граждан старшего поколения в физкультурные мероприятия и создание необходимых для этого условий рассмотрели на заседании республиканского оргкомитета «Победа», который провела заместитель Председателя Правительства Республики Коми Лариса Карачёва."
272,Тайӧ нырвизьын мунан удж йылысь висьталіс регионса вынйӧр сӧвмӧдан да спорт министр Виталий Савилов.,С докладом о работе в данном направлении выступил министр физической культуры и спорта региона Виталий Савилов.
273,"Статистика серти, 2020 воӧ 55 да 60-79 арӧса войтырысь физкультураӧн занимайтчис 20 сюрс морт, 2019 воӧ – 16 сюрс морт.","Согласно статистическим данным, в 2020 году количество граждан 55, 60-79 лет, занимающихся физической культурой, составило 20 тысяч человек – в 2019-ом таковых было 16 тысяч."
274,Физкультура да спорт мероприятиеясӧ пырӧдчысь йӧзлӧн лыдыс вевтыртӧ урчитӧм лыдпасъяссӧ.,"Численность жителей Коми этой возрастной категории, вовлеченных в физкультурные и спортивные мероприятия, превосходит плановые показатели."
275,"Медым серпасыс и водзӧ вежсис бурлань, ветеранъяслы нуӧдӧны быдсяма спорт мероприятиеяс, на лыдын и «Дась уджавны да дорйысьны» комплекс серти.","Для продолжения этой позитивной динамики проводятся различные спортивные мероприятия для ветеранов, в том числе в рамках комплекса «Готов к труду и обороне»."
276,"Быд во республикаын мунӧ некымын вогӧгӧрся спартакиада: «Олӧма йӧз», «Кыпыда дыр олӧм», ГТО да спорт юкӧнса ветеранъяслӧн фестивальяс.","«Ежегодно в республике проходят несколько круглогодичных спартакиад: «Старшее поколение», «Активное долголетие», фестивали ГТО и ветеранов спорта."
277,"Ыджыд пай татчӧ пуктӧны и республикаса уна спорт федерация, кутшӧмъяс нуӧдӧны олӧма йӧзлы ордйысьӧмъяс», - висьталіс Виталий Савилов.","Большой вклад вносят и многочисленные спортивные федерации республики, которые проводят соревнования для старшего поколения», - сообщил Виталий Савилов."
278,"Олӧма йӧз окотапырысь участвуйтӧны ставроссияса проектъясын да акцияясын: Россияса лыжня, Россияса Азимут, Нацияяслӧн кросс, Котӧртан лун, Тӧвся спорт сикасъяслӧн лун, Лымлы сиӧм лун, Ветлӧдлӧмлы сиӧм лун, физкультурник лун да с.в.","Представители старшего поколения принимают активное участие в массовых всероссийских проектах, акциях: Лыжня России, Российский Азимут, Кросс наций, День бега, День зимних видов спорта, Олимпийский день, День снега, День ходьбы, Велоночь, День физкультурника и т.д."
279,"Кыдзи пасйис Виталий Савилов, тӧдчанаӧн лоӧ сійӧ, мый олӧма йӧзлы урчитӧма кокньӧдъяс да торъя тарифъяс спортобъектъяс вылӧ волігӧн.","Как подчеркнул Виталий Савилов, важным фактором в данном направлении являются установленные льготы и специальные тарифы для занятий физкультурой на спортобъектах для граждан старшего возраста."
280,"Водзӧ мунӧ акция «Восьса ӧдзӧс лун», кӧні республикаса олысьяс вермӧны мынтысьтӧг волыны спорт объектъяс вылӧ.","Также не прекращается акция «День открытых дверей», в рамках которой населению республики предоставляется возможность посещать спортивные объекты на бесплатной основе."
281,2019 да 2020 воясӧ акцияӧ пырӧдчис 367 сюрсысь унджык морт.,По итогам 2019 год и 2020 года участниками акции стали более 367 тысяч человек.
282,"Таысь кындзи, муниципалитетса физкультурно-спортивнӧй  учреждениеясын олӧма йӧзлы да ветеранъяслы уджалӧ 60 физкультурно-спортивнӧй группа.","Кроме того, на базе муниципальных физкультурно-спортивных учреждений функционирует более 60 организованных физкультурно-спортивных групп для граждан пожилого возраста и ветеранов."
283,"Ёна кажитчӧ скандинавскӧй ветлӧдлӧм, уна пенсионер зіля пырӧдчӧ «Сыктывкарса лыжня» быд вося ордйысьӧмӧ.","Особой популярностью пользуются скандинавская ходьба, многие пенсионеры активно участвуют в ежегодном конкурсе «Сыктывкарская лыжня»."
284,"«Сёрнитны кӧ ГТО комплекс йылысь, Коми Республикаса 50-70 арӧса да арлыдаджык 6800 олысь гижсисны да дасьӧсь сдайтны ГТО норма.","«Что касается комплекса ГТО, то более 6800 жителей Коми 50-70 лет и старше уже прошли регистрацию для выполнения его нормативов."
285,"Вонас шӧркодя 750 морт пырӧдчӧ татчӧ, а отличие пас босьтысьлӧн лыдыс пыр содӧ», - пасйис Виталий Савилов.","В среднем испытания проходят ежегодно около 750 человек, а динамика получения знаков отличия стабильно растет», - подчеркнул Виталий Савилов."
286,Коми язык,Русский язык
287,"Лариса Карачёва: «Талун ми казьтылам найӧс, кодъяс сувтісны дорйыны Чужан му» ","Лариса Карачёва: «Сегодня мы отдаём дань памяти всем, кто встал на защиту Родины» "
288,"Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысьяс Лариса Карачёва да Дмитрий Самоваров, Коми Республикаса Юралысьлӧн Администрацияӧн юрнуӧдысь Игорь Божков пырӧдчисны Казьтылан да шогалан лунлы сиӧм мероприятиеясӧ.","Заместители Председателя Правительства Республики Коми Лариса Карачёва и Дмитрий Самоваров, руководитель Администрации Главы Республики Коми Игорь Божков приняли участие в мероприятиях Дня памяти и скорби."
289,"Фашизмысь Айму дорйысьяслысь подвигсӧ да повтӧмлунсӧ, асьнысӧ жалиттӧмсӧ да лов вынсӧ казьтыштісны Сыктывкарын «Куслытӧм би» мемориал да «Шогсьысь воин» памятник дорӧ дзоридзьяс пуктӧмӧн.","В память о подвиге и смелости, самоотверженности и силе духа защитников Отечества, давших отпор фашизму, состоялась церемония возложения цветов к мемориалу «Вечный огонь» и памятнику «Скорбящий воин» в Сыктывкаре."
290,"Чукӧртчӧмаяс чӧв олыштӧмӧн казьтыштісны найӧс, кодъясӧс нуис война.","Минутой молчания присутствующие на мероприятии почтили память тех, кого унесла война."
291,Лариса Карачёва восьтіс «Ми – страналӧн армия. Ми – войтырлӧн армия» тематическӧй поезд паныдалан кыпыд церемония.,Лариса Карачёва открыла торжественную церемонию встречи тематического поезда «Мы – армия страны. Мы – армия народа».
292,Поездыс воис Сыктывкарӧ лӧддза-номъя тӧлысь 22 лунӧ.,Который прибыл в Сыктывкар 22 июня.
293,"Составсӧ паныдалісны военнӧй оркестр, кадетскӧй да юнармейскӧй ӧтмунӧмӧс, республикалӧн юркарса национально-культурнӧй автономияясӧс петкӧдлысьяс.","Состав встречали военный оркестр, представители кадетского и юнармейского движения, различных национально-культурных автономий столицы республики."
294,"Тӧдчана, мый буретш талун ми паныдалам тайӧ поездсӧ, коді прӧйдитіс нин кузь туй Россияті.","Символично, что именно сегодня мы встречаем этот поезд, который проделал уже достаточно большой путь по России."
295,"Поездлӧн экспозицияясыс висьталӧны миян страналӧн героическӧй лист бокъяс йылысь, петкӧдлӧны Вооружённӧй Вынъяслысь выль вермӧмъяссӧ, юнармейскӧй ӧтмунӧмлысь сӧвмӧмсӧ да, дерт, пандемия кадӧ военнӧй медикъяслысь уджсӧ.","Его экспозиции рассказывают о героических страницах истории нашей страны, показывает новейшие достижения Вооружённых Сил, развитие юнармейского движения и, конечно, работу военных медиков в период пандемии."
296,Тайӧ – миян гордосьт да миян вын.,Это – наша гордость и наша сила.
297,"Тайӧ миян страналӧн да миян челядьлӧн аскиа лун вӧсна кывкутӧм йылысь казьтыштӧм, - пасйис Лариса Карачёва.","Это напоминание об ответственности за будущее нашей страны и наших детей, - отметила Лариса Карачёва."
298,"Ветлӧдлан экспозициякӧд тайӧ лунӧ тӧдмасисны сыктывкарса школаясын велӧдчысьяс: юнармейскӧй ӧтмунӧмса водзмӧстчысьяс, кадетъяс.","С передвижной экспозицией в этот день познакомились учащиеся сыктывкарских школ: активисты юнармейского движения, кадеты."
299,"Найӧ видзӧдлісны тематическӧй вагонъяс: «Паметь туй», кӧні сувтӧдӧма Айму вӧсна Ыджыд тышса ветеранъяс йылысь юӧртан терминалъяс, да «Тыдавтӧм вӧрӧгӧс вермӧм» - военнӧй медикъяслӧн ковидкӧд тышӧ пуктӧм пай йылысь.","Они посетили тематические вагоны: среди них - ""Дорога памяти"", где размещены терминалы для просмотра и размещения сведений о ветеранах Великой Отечественной войны, ""Победа над невидимым врагом» - о вкладе военных медиков в борьбу с ковидом."
300,Восьса платформаяс вылын позьӧ вӧлі тӧдмасьны медся выль военнӧй техникаӧн.,На открытых платформах состава можно было познакомиться с новейшими образцами военной техники.
301,***Патриотическӧй поездлӧн мунӧмыс пырӧ «Ми – страналӧн армия. Ми – войтырлӧн армия» акцияӧ.,***Следование патриотического поезда выполняется в рамках проведения акции «Мы – армия страны. Мы – армия народа».
302,Сійӧ мунӧ 2021 вося косму тӧлысь 25 лунсянь лӧддза-номъя тӧлысь 27 лунӧдз Москва – Севастополь – Владивосток – Москва маршрутӧд.,С 25 апреля по 27 июня 2021 года по маршруту: Москва – Севастополь – Владивосток – Москва.
303,Коми язык,Русский язык
304,Коми Республикаса власьт да «Руститан» холдинг ӧткодялісны ассьыныс видзӧдласъяснысӧ Пижмаса куйлӧдын горно-металлургическӧй комплекс лӧсьӧдӧм серти ,Власти Коми и Холдинг «Руститан» сверили позиции по созданию горно-металлургического комплекса на базе Пижемского месторождения 
305,Комиын удж серти аддзысьлісны Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс Медводдза вежысь Игорь Булатов да «РУСТИТАН» компанияяслӧн группаӧн веськӧдлысьяс.,В Коми состоялась рабочая встреча Первого заместителя Председателя Правительства Республики Коми Игоря Булатова и руководства ГК «РУСТИТАН».
306,Сёрнитісны Россияса Арктика зона сӧвмӧдан стратегия збыльмӧдӧм могысь Пижмаса куйлӧдын титанӧвӧй рудаяс да кварца (стеклӧа) лыаяс переработайтан горно-металлургическӧй комплекс лӧсьӧдӧм йылысь.,Стороны обсудили создание горно-металлургического комплекса по переработке титановых руд и кварцевых (стекольных) песков Пижемского месторождения в рамках реализации Стратегии развития Арктической зоны России.
307,"Пижмаса куйлӧдысь титанӧвӧй рудаяс да стеклӧ лыаяс перъян проектсӧ да сылӧн подув вылын горно-металлургическӧй комплекс лӧсьӧдӧмсӧ пыртӧма 2035 воӧдз кадколаст вылӧ Россия Федерацияса Арктика зона сӧвмӧдан да национальнӧй безопасносьт могмӧдан стратегияӧ, мый вынсьӧдӧма Россияса Президентлӧн индӧдӧн, да 2035 воӧдз кадколаст вылӧ Коми Республикаӧс социальнӧй да экономика боксянь сӧвмӧдан стратегияӧ, мый вынсьӧдӧма Коми Республикаса Веськӧдлан котырлӧн шуӧмӧн.","Проект освоения Пижемского месторождения титановых руд и стекольных песчаников с созданием на его базе горно-металлургического комплекса включен в Стратегию развития Арктической зоны Российской Федерации и обеспечения национальной безопасности на период до 2035 года, утвержденной указом Президента России, и в Стратегию социально-экономического развития Республики Коми на период до 2035 года, утвержденной постановлением Правительства Республики Коми."
308,"«Проектыс водзӧ вылӧ лача сетысь, - тӧдчӧдіс Игорь Булатов.","«Проект перспективный, - подчеркнул Игорь Булатов."
309,"- Коми Республикалы колӧны буретш татшӧм ыджыд, технологичнӧй, инновационнӧй проектъяс, кутшӧмъяс сетӧны позянлун содтыны промышленнӧй производстволысь сӧвман ӧдсӧ, медым социальнӧй да экономика боксянь сӧвмӧдны миянлысь регион да Россияса Арктика зона.","- Республика Коми нуждается именно в таких масштабных, технологичных, инновационных проектах, обеспечивающих рост промышленного производства в интересах социально-экономического развития региона и Арктической зоны России»."
310,«РУСТИТАН» компанияяслӧн группаса президент Анатолий Ткачук юӧртіс инвестиция проект збыльмӧдӧмлӧн ӧнія тшупӧд йылысь.,Президент ГК «РУСТИТАН» Анатолий Ткачук проинформировал о текущем статусе реализации инвестиционного проекта.
311,"«Ми нуӧдам ыджыд удж проект збыльмӧдан быд нырвизьын, дасьтам сёрнитчӧмъяс лоны вермана уджъёртъяскӧд да дасьӧсь бурмӧдны Коми Республикакӧд ӧтувъя удж став юалӧм серти, кутшӧмӧс колӧ видлавны быд боксянь», - шуис Анатолий Ткачук.","«Мы проводим большую работу по всем направлениям в рамках реализации проекта, готовим договоры со всеми потенциальными партнерами и нацелены на улучшение качества взаимодействия с Республикой Коми по всем вопросам, которые требуют детальной совместной проработки», - заявил Анатолий Ткачук."
312,"«РУСТИТАН» компанияяслӧн группаса медыджыд директор Алексей Новиков висьталіс, мый компания сӧвмӧдан стратегияӧ пырӧ и коризлӧн Бельгопса да из совлӧн Сереговса куйлӧдъяс подув вылын химическӧй комплекс кыпӧдӧм.","Генеральный директор ГК «РУСТИТАН» Алексей Новиков рассказал, что стратегия развития компании включает в себя также создание химического комплекса на базе Бельгопского месторождения известняка и Сереговского месторождения каменной соли."
313,"Тайӧ сетас позянлун лӧсьӧдны солянӧй кислота, сода, хлор да кориз производство.","Для производства соляной кислоты, соды, хлора и извести."
314,Тайӧ вӧчӧмторъясыс ковмасны Пижмаса да Ярегаса титанӧвӧй рудаяс бурмӧдӧм да водзӧ вежӧм вылӧ.,Которые потребуются для обогащения и последующего передела титановых руд Пижемского и Ярегского месторождений.
315,«Комиын эмӧсь из совлӧн да коризлӧн ыджыд куйлӧдъяс.,«В Коми есть крупные месторождения каменной соли и известняка.
316,"Найӧ вермасны могмӧдны миянӧс став колана реагентъяснас, кутшӧмъясӧн кутасны вӧдитчыны оз сӧмын миян технологическӧй циклын, но и кутшӧмъясӧс кутасны нуны аймуын да суйӧр сайын наӧн вӧдитчысьяслы.","Способные обеспечить нас всеми необходимыми реагентами, которые будут использоваться не только в нашем технологическом цикле, но и поставляться потребителям на отечественном и зарубежном рынке."
317,"И Пижмаса куйлӧд перйигӧн лоӧ лӧсьӧдӧма экспорт вылӧ лӧсялысь асшӧр химическӧй производство», - висьталіс Алексей Новиков.","Фактически будет создано самостоятельное экспортоориентированное химическое производство в рамках освоения Пижемского месторождения», - рассказал Алексей Новиков."
318,Тӧдчанаӧн лои Сосногорсксянь «Индига» саридзса джуджыд портӧдз кӧрт туй нюжӧдӧм йылысь сёрни.,Значимым пунктом повестки стало обсуждение перспектив строительства железной дороги от Сосногорска до глубоководного морского порта «Индига».
319,Тайӧ магистральыс лоӧ медшӧр инфраструктура проектӧн Россия Федерацияса Арктика зонаын.,Эта магистраль станет ключевым инфраструктурным проектом в Арктической зоне Российской Федерации.
320,Коми Республикаын да Ненеч асвеськӧдлан кытшын кӧрт туй нюжӧдӧмыс сетас водзӧ вылӧ ыджыд лача выль инфраструктура стрӧитӧмӧ инвестицияяс вылӧ да му пытшкӧсӧн вӧдитчан да вӧр промышленносьт юкӧнын гырысь проектъяс збыльмӧдӧм вылӧ.,Создание на территории Республики Коми и Ненецкого автономного округа железнодорожной ветки откроет широкие перспективы для инвестиций в строительство новой инфраструктуры и реализации крупных проектов в сфере недропользования и лесной промышленности.
321,"«Коми Республикаса Юралысь Владимир Викторович Уйбалӧн тшӧктӧм серти регионса Экономика сӧвмӧдан да промышленносьт министерство дасьтіс  2021-2025 вояс вылӧ Коми Республикалысь экономика диверсифицируйтан план, кытчӧ ми пыртім Сосногорск – Индига кӧрт туй стрӧитӧм.","«По поручению Главы Республики Коми Владимира Викторовича Уйба Министерство экономического развития и промышленности региона подготовило план по диверсификации экономики Республики Коми в период с 2021-2025 годы, в который мы включили строительство железнодорожной трассы Сосногорск - Индига."
322,"Ӧні тайӧ плансӧ видлалӧ став федеральнӧй олӧмӧ пӧртысь власьт орган, а тайӧ дасысь унджык федеральнӧй ведомство.","Сейчас этот план рассматривается всеми органами федеральной исполнительной власти, а это более десяти федеральных ведомств."
323,"Чайтам, мый Россия Федерацияса Веськӧдлан котыр вынсьӧдас сійӧс, да сійӧ лоӧ проект збыльмӧдӧмын содтӧдӧн», - юӧртіс Коми Республикаса экономика сӧвмӧдан да промышленносьт министр Эльмира Ахмеева.","Надеемся, он будет утвержден Правительством Российской Федерации и станет дополнительным инструментом к реализации проекта, - сообщила министр экономического развития и промышленности Республики Коми Эльмира Ахмеева."
324,"Войтыркостса уджъёртасьӧм сӧвмӧдӧм боксянь веськӧдлан котыръясӧн юралысьяслысь пырся аддзысьлӧмъяс дасьтысь Российско-Китайскӧй комиссиялӧн удж серти, пасйӧма «РУСТИТАН» КГ да цветнӧй металлургия серти китайса войтыркостса инженерно-стрӧительнӧй котыр (NFC) костын проект збыльмӧдан да сылӧн подув вылын национальнӧй горнопромышленнӧй кластер (НГПК) лӧсьӧдан юалӧмъяс серти удж.","С точки зрения развития международного сотрудничества в рамках деятельности Российско-Китайской комиссии по подготовке регулярных встреч глав правительств, отмечена работа между ГК «РУСТИТАН» и китайской международной инженерно-строительной компанией цветной металлургии (NFC) по вопросам реализации проекта и создания на его базе национального горнопромышленного кластера (НГПК)."
325,"«Ми зэв бура гӧгӧрвоам ӧта-мӧдӧс войтыркостса инвестицияяс, технологическӧй уджъёртӧс кыскӧм да дась вӧчӧмторъяс войтыркостса рынокъяс вылын иналӧм серти», - шуис Анатолий Ткачук.","«У нас есть полное понимание в вопросе международных инвестиций, привлечения технологического партнера и реализация готовой продукции на международных рынках», - заявил Анатолий Ткачук."
326,Кывкӧртӧд пыдди лои сёрнитчӧма матысса кадӧ нуӧдны сӧвещание выль инновация проектъяс збыльмӧдӧм могысь национальнӧй горнопромышленнӧй кластерлы инфраструктура лӧсьӧдӧм серти.,В завершении встречи стороны договорились назначить на ближайшее время рабочее совещание по вопросам создания инфраструктуры в контуре национального горнопромышленного кластера (НГПК) для реализации новых инвестиционных проектов.
327,***Титанлысь Пижмаса куйлӧдсӧ вӧлі аддзӧма колян нэмся 60-ӧд воясӧ да сувтӧдӧма канму баланс вылӧ Коми Республикалы 100 во тыригкежлӧ.,*** Пижемское месторождение титана было выявлено в 60-ых годах прошлого столетия и поставлено на госбаланс к 100-летию со дня образования Республики Коми.
328,"Тайӧ лои РУСТИТАН-лӧн федеральнӧй наука-туялан институтъяскӧд да предприятиеяскӧд – «Аэрогеология» ФКӦНПП, «ВИМС» ФКСУ, «ВСЕГЕИ» ФКСУ, «ИМГРЭ» ФКСУ, РНА ИГЕМ да РНА ИМЕТ – 10 вося геологоразведочнӧй да туялана уджъяс серти кывкӧртӧдӧн.","Что стало результатом 10-летних геологоразведочных и исследовательских работ ГК «РУСТИТАН» с федеральными научно-исследовательскими институтами и предприятиями: ФГУНПП «Аэрогеология», ФГБУ «ВИМС», ФГБУ «ВСЕГЕИ», ФГБУ «ИМГРЭ», ИГЕМ РАН и ИМЕТ РАН."
329,"Мупытшса озырлун видзас серти канму комиссия вынсьӧдіс видзассӧ 300,4 млн тонна титанӧвӧй руда да 345 млн тонна стеклӧа лыа чиръя из мындаын.","Государственная комиссия по запасам полезных ископаемых утвердила запасы в количестве 300,4 миллиона тонн титановых руд и 345 миллиона тонн стекольных песчаников."
330,А сідзжӧ вӧлі донъялӧма водзӧ вылӧ ресурсъяс лицензияа площадь серти.,А также были оценены прогнозные ресурсы в пределах лицензионной площади.
331,"Найӧ артмӧдісны 1012,5 млн тонна титанӧвӧй руда либӧ 42,8 миллион тонна титан диоксид.","Которые составили 1012,5 миллиона тонн титановых руд или 42,8 миллиона тонн диоксида титана."
332,"Коми Республикаын чукӧрмӧма титанлӧн да кварцлӧн мирын медыджыд ресурсъяс, мый урчитӧ регионлысь кыдз минеральнӧй сырьё перйӧм серти да промышленносьтлысь быдсяма отрасль могмӧдӧм могысь титан да кварц диоксидъяс подув вылын бур продукция сыысь вӧчысь мирса шӧринлысь аскиа лунсӧ.","В недрах Республики Коми сосредоточены крупнейшие в мире ресурсы титанового и кварцевого сырья, предопределяющие будущее региона как мирового центра по добыче минерального сырья и производства из него высокосортной продукции на основе диоксидов титана и кварца с целью обеспечения различных отраслей промышленности."
333,"Производство продукциялӧн шӧр сикасъяс – ёна пористӧй рутиллӧн да псевдорутиллӧн концентратъяс, циркон, титанлӧн пигментнӧй диоксид, титанӧвӧй губка, аддитивнӧй технологияяслы (3D печать) титан пызь, синтетическӧй игольчатӧй волластонит, керамика да полимеръяс, экология боксянь сӧстӧм стрӧитчан материалъяс вӧчӧм вылӧ калитӧм кварцевӧй лыаяс.","К производству планируются такие виды продукции, как концентраты высокопористого рутила и псевдорутила, циркон, пигментный диоксид титана, титановая губка, титановые порошки для аддитивных технологий (3D печать), синтетический игольчатый волластонит, керамика и полимеры, прокаленные кварцевые пески для производства экологически чистых строительных материалов."
334,Коми язык,Русский язык
335,Комиын лӧддза-номъя тӧлысь 19 лунӧ нуӧдасны шойнаяс весалан республиканскӧй субӧтник ,В Коми 19 июня проведут республиканский субботник в местах захоронений 
336,Регионса Веськӧдлан котырлӧн косму тӧлысся заседание дырйи сёрнитісны республикаса муниципалитетъясын ӧтйӧза шойнаяс дӧзьӧритӧм да видзӧм йылысь.,Вопрос содержания и благоустройства общественных кладбищ в муниципальных образованиях республики был рассмотрен на апрельском заседании регионального Правительства.
337,Лӧддза-номъя тӧлысь 11 лунӧ Владимир Уйба нуӧдіс субӧтник котыртӧм серти сӧвещание.,11 июня Глава Республики Коми Владимир Уйба провёл совещание по организации субботника.
338,"Коми Республикаса ӧтйӧза палатаысь эксперт, шойнаяс дӧзьӧритӧм бӧрся ӧтйӧза контроль нуӧдӧм серти удж котыртысь уджалан группаӧн юрнуӧдысь Галина Кравченко вӧзйис котыртны татшӧм субӧтниксӧ республикаын.","Организовать такой республиканский субботник предложила эксперт Общественной палаты Республики Коми, руководитель рабочей группы по организации общественного контроля за состоянием мест захоронения Галина Кравченко."
339,Регионса Веськӧдлан котырлӧн косму тӧлысся заседание дырйи сійӧ юӧртіс Коми Республикаын шойнаяс дӧзьӧритӧмын да видзӧмын мытшӧдъяс йылысь.,На апрельском заседании регионального Правительства она озвучила проблемы в области содержания и поддержания порядка на кладбищах Республики Коми.
340,Регионса Юралысь Владимир Уйба ошкис кыпӧдӧм мытшӧдъяс бырӧдӧм серти общественницалысь вӧзйӧмъяссӧ.,Предложения общественницы по решению этих проблем были поддержаны Главой Республики Коми Владимиром Уйба.
